1pctl,10pctl,50pctl,90pct,99pct,stddev,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o
7.65E-05,7.70E-05,7.79E-05,7.90E-05,0.000109676,4.98E-06,526, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.71E-05,7.78E-05,7.87E-05,0.000108104,4.62E-06,336, Start, yl(355893104), Scatter(366722768), PostRecv, StreamSync(366722768), PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.64E-05,7.71E-05,7.78E-05,7.89E-05,0.000108308,4.39E-06,288, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.65E-05,7.71E-05,7.79E-05,7.90E-05,0.000105062,3.86E-06,523, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.64E-05,7.71E-05,7.82E-05,7.95E-05,0.0001057,3.89E-06,911, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitSend, WaitRecv, yl(366722768), yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.63E-05,7.71E-05,7.82E-05,7.96E-05,0.000108177,4.75E-06,2263, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, WaitSend, yl(366722768), yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.71E-05,7.78E-05,7.91E-05,0.000108882,4.44E-06,616, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.71E-05,7.78E-05,7.87E-05,0.000107289,4.16E-06,1546, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.71E-05,7.78E-05,7.87E-05,0.000107568,4.21E-06,330, Start, yl(355893104), Scatter(366722768), PostRecv, StreamSync(366722768), PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.64E-05,7.71E-05,7.81E-05,7.94E-05,0.000108992,5.10E-06,1125, Start, Scatter(355893104), StreamSync(355893104), PostSend, PostRecv, WaitRecv, yl(366722768), yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.66E-05,7.71E-05,7.79E-05,7.90E-05,0.000109007,1.27E-05,430, Start, yl(355893104), PostRecv, Scatter(366722768), StreamSync(366722768), PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.71E-05,7.83E-05,7.95E-05,0.000108232,4.17E-06,2294, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitSend, WaitRecv, yl(366722768), yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.71E-05,7.78E-05,7.88E-05,0.000107093,5.71E-06,1552, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.71E-05,7.78E-05,7.87E-05,0.000106947,4.62E-06,1549, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.63E-05,7.71E-05,7.79E-05,7.90E-05,0.000104811,3.98E-06,504, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.65E-05,7.71E-05,7.78E-05,7.87E-05,0.000107019,4.09E-06,339, Start, yl(355893104), Scatter(366722768), PostRecv, StreamSync(366722768), PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.71E-05,7.78E-05,7.87E-05,0.000106868,5.06E-06,1586, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.71E-05,7.79E-05,7.90E-05,0.000108982,4.97E-06,576, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.71E-05,7.80E-05,7.91E-05,0.000107712,4.39E-06,594, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.66E-05,7.71E-05,7.79E-05,7.89E-05,0.000106515,4.00E-06,328, Start, yl(355893104), Scatter(366722768), PostRecv, StreamSync(366722768), PostSend, WaitRecv, yr(366722768), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.71E-05,7.80E-05,7.91E-05,0.000110054,4.66E-06,653, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.71E-05,7.79E-05,7.89E-05,0.000108337,5.52E-06,294, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.65E-05,7.71E-05,7.79E-05,7.91E-05,0.000103812,3.84E-06,612, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.71E-05,7.80E-05,7.91E-05,0.000104099,3.59E-06,2040, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.64E-05,7.71E-05,7.80E-05,7.92E-05,0.000107556,4.63E-06,600, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, yr(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.67E-05,7.71E-05,7.79E-05,7.90E-05,0.000110274,4.80E-06,433, Start, yl(355893104), PostRecv, Scatter(366722768), StreamSync(366722768), PostSend, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.65E-05,7.71E-05,7.80E-05,7.89E-05,0.00010523,3.78E-06,2034, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.64E-05,7.71E-05,7.79E-05,7.91E-05,0.000109017,4.43E-06,570, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.64E-05,7.71E-05,7.80E-05,7.91E-05,0.000109003,4.61E-06,483, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.71E-05,7.79E-05,7.89E-05,0.000108607,4.84E-06,1592, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.67E-05,7.71E-05,7.79E-05,7.88E-05,0.000105039,3.78E-06,245, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostRecv, PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.71E-05,7.78E-05,7.90E-05,0.000108792,4.74E-06,291, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.67E-05,7.71E-05,7.79E-05,7.88E-05,0.000107212,4.63E-06,314, Start, yl(355893104), Scatter(366722768), PostRecv, StreamSync(366722768), PostSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.67E-05,7.71E-05,7.78E-05,7.87E-05,0.000106461,4.04E-06,1555, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.71E-05,7.79E-05,7.90E-05,0.000108724,4.30E-06,251, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostRecv, PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.71E-05,7.79E-05,7.89E-05,0.000102742,3.61E-06,1994, Start, PostRecv, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.67E-05,7.71E-05,7.80E-05,7.91E-05,0.000109645,5.31E-06,578, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.64E-05,7.71E-05,7.82E-05,7.95E-05,0.000107517,4.86E-06,827, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, WaitRecv, yl(366722768), yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.66E-05,7.71E-05,7.81E-05,7.91E-05,0.000110257,4.61E-06,988, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), PostRecv, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.71E-05,7.79E-05,7.89E-05,0.000107934,4.09E-06,319, Start, yl(355893104), Scatter(366722768), PostRecv, StreamSync(366722768), PostSend, WaitRecv, yr(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.71E-05,7.81E-05,7.91E-05,0.00010797,3.93E-06,514, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.65E-05,7.71E-05,7.80E-05,7.92E-05,0.000109534,4.34E-06,656, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.71E-05,7.80E-05,7.90E-05,0.000105564,3.68E-06,274, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitRecv, yr(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.65E-05,7.72E-05,7.81E-05,7.92E-05,0.000108454,4.30E-06,464, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.66E-05,7.72E-05,7.80E-05,7.90E-05,0.000107152,4.76E-06,269, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.66E-05,7.72E-05,7.80E-05,7.91E-05,0.000110493,6.06E-06,618, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.72E-05,7.80E-05,7.89E-05,0.000108185,4.99E-06,1535, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, yr(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.72E-05,7.80E-05,7.93E-05,0.000109835,4.95E-06,562, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.65E-05,7.72E-05,7.82E-05,7.96E-05,0.000109241,5.23E-06,2210, Start, PostRecv, Scatter(355893104), StreamSync(355893104), PostSend, WaitRecv, yl(366722768), yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.66E-05,7.72E-05,7.80E-05,7.91E-05,0.000106521,3.63E-06,572, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.72E-05,7.79E-05,7.89E-05,0.000108263,5.43E-06,1594, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.72E-05,7.80E-05,7.93E-05,0.00010905,4.95E-06,650, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.72E-05,7.80E-05,7.92E-05,0.000109144,4.82E-06,954, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), PostRecv, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.72E-05,7.81E-05,7.91E-05,0.000108219,4.48E-06,659, Start, Scatter(355893104), StreamSync(355893104), PostRecv, yl(355893104), PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.67E-05,7.72E-05,7.81E-05,7.92E-05,0.000106255,3.83E-06,554, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostRecv, PostSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.67E-05,7.72E-05,7.79E-05,7.89E-05,0.000108951,4.99E-06,1588, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, WaitRecv, WaitSend, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.72E-05,7.80E-05,7.91E-05,0.000106203,3.84E-06,489, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostRecv, PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.67E-05,7.72E-05,7.79E-05,7.90E-05,0.000108195,4.18E-06,439, Start, yl(355893104), PostRecv, Scatter(366722768), StreamSync(366722768), PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.72E-05,7.80E-05,7.91E-05,0.000108569,4.42E-06,509, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), WaitSend, StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.72E-05,7.80E-05,7.91E-05,0.000110054,5.01E-06,283, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitRecv, yr(366722768), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.72E-05,7.80E-05,7.89E-05,0.000108816,5.09E-06,1570, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(366722768), PostSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.66E-05,7.72E-05,7.80E-05,7.91E-05,0.000108835,4.03E-06,254, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostRecv, PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.72E-05,7.80E-05,7.90E-05,0.000108056,4.61E-06,1530, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), WaitSend, End,
7.66E-05,7.72E-05,7.80E-05,7.90E-05,0.000106009,4.10E-06,279, Start, yl(355893104), Scatter(366722768), StreamSync(366722768), PostSend, PostRecv, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.66E-05,7.72E-05,7.80E-05,7.93E-05,0.000107244,4.35E-06,957, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(355893104), PostRecv, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.72E-05,7.80E-05,7.89E-05,9.24E-05,4.10E-06,1540, Start, Scatter(355893104), PostRecv, StreamSync(355893104), yl(355893104), PostSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), WaitSend, End,
7.65E-05,7.72E-05,7.80E-05,7.92E-05,0.000102058,3.98E-06,725, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(355893104), WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.72E-05,7.80E-05,7.92E-05,0.000106984,3.82E-06,2043, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, WaitSend, WaitRecv, yr(366722768), StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.72E-05,7.81E-05,7.91E-05,0.000105187,3.80E-06,607, Start, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, PostRecv, WaitRecv, yr(366722768), WaitSend, StreamWait(355893104/366722768), y(355893104), StreamSync(355893104), End,
7.66E-05,7.72E-05,7.81E-05,7.92E-05,0.000107652,4.26E-06,994, Start, Scatter(355893104), StreamSync(355893104), PostSend, yl(366722768), PostRecv, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.72E-05,7.80E-05,7.91E-05,0.0001062,3.89E-06,2074, Start, PostRecv, Scatter(355893104), StreamSync(355893104), yl(366722768), PostSend, WaitRecv, WaitSend, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.72E-05,7.79E-05,7.91E-05,0.00011107,5.94E-06,436, Start, yl(355893104), PostRecv, Scatter(366722768), StreamSync(366722768), PostSend, WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
7.66E-05,7.72E-05,7.81E-05,7.93E-05,0.000106626,4.33E-06,506, Start, Scatter(355893104), StreamSync(355893104), yl(355893104), PostSend, PostRecv, WaitRecv, yr(355893104), StreamWait(366722768/355893104), WaitSend, y(366722768), StreamSync(366722768), End,
7.65E-05,7.72E-05,7.81E-05,7.92E-05,0.000109935,5.34E-06,731, Start, Scatter(355893104), StreamSync(355893104), PostRecv, PostSend, yl(355893104), WaitSend, WaitRecv, yr(355893104), StreamWait(366722768/355893104), y(366722768), StreamSync(366722768), End,
