1pctl,10pctl,50pctl,90pct,99pct,stddev,op,op,op,op,op,op,op,op,op,op,op,op,op,op,op
7.77297e-05,7.7862e-05,7.80391e-05,7.81589e-05,7.83266e-05,1.20435e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.77438e-05,7.78708e-05,7.80346e-05,7.8201e-05,7.84587e-05,1.33156e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.77147e-05,7.7845e-05,7.80101e-05,7.81827e-05,7.82611e-05,1.30432e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.9084e-05,7.92261e-05,7.94175e-05,7.95421e-05,7.96336e-05,1.1038e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.93079e-05,7.94189e-05,7.95824e-05,7.97141e-05,7.98605e-05,1.16959e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,StreamWait-after-yl-b4-y,PostSend,PostRecv,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.83021e-05,7.86142e-05,7.91451e-05,7.94261e-05,7.95057e-05,2.81156e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.77417e-05,7.78875e-05,7.81156e-05,7.8278e-05,7.83183e-05,1.4869e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.76472e-05,7.7734e-05,7.78939e-05,7.80637e-05,7.81929e-05,1.16081e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.77172e-05,7.77907e-05,7.79573e-05,7.80582e-05,7.81147e-05,1.03437e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.92721e-05,7.93383e-05,7.94512e-05,7.96401e-05,7.98248e-05,1.21616e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.93768e-05,7.94249e-05,7.9524e-05,7.97361e-05,7.98128e-05,1.19806e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,StreamWait-after-yl-b4-y,PostSend,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.8363e-05,7.86702e-05,7.89036e-05,7.91113e-05,7.92174e-05,1.85363e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.75554e-05,7.77452e-05,7.78767e-05,7.80617e-05,7.8099e-05,1.12412e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.74974e-05,7.76743e-05,7.78061e-05,7.79362e-05,7.80919e-05,1.07802e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.7531e-05,7.76188e-05,7.77728e-05,7.79618e-05,7.8161e-05,1.33977e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.91242e-05,7.9199e-05,7.93041e-05,7.94203e-05,7.9492e-05,7.83807e-08,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.92535e-05,7.93269e-05,7.9487e-05,7.96354e-05,7.97955e-05,1.22668e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,StreamWait-after-yl-b4-y,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.92514e-05,7.93766e-05,7.95217e-05,7.96459e-05,7.98526e-05,1.21423e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.8037e-05,7.81629e-05,7.8319e-05,7.84779e-05,7.85489e-05,1.1673e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.80556e-05,7.81259e-05,7.82944e-05,7.84452e-05,8.11103e-05,6.67781e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.81416e-05,7.82005e-05,7.83226e-05,7.85621e-05,7.89449e-05,1.58975e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.88966e-05,7.90747e-05,7.92565e-05,7.94281e-05,8.03245e-05,2.3507e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,StreamWait-after-yl-b4-y,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.65213e-05,7.6675e-05,7.69351e-05,7.71189e-05,7.72038e-05,1.72845e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.56001e-05,7.56696e-05,7.58066e-05,7.60294e-05,7.6187e-05,1.35805e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.56363e-05,7.57047e-05,7.58418e-05,7.6006e-05,7.6157e-05,1.15156e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,yr,StreamWait-after-yl-b4-y,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.55585e-05,7.56819e-05,7.57854e-05,7.5927e-05,7.62326e-05,1.28347e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,yr,StreamWait-after-yl-b4-y,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.5542e-05,7.57518e-05,7.58618e-05,7.6041e-05,7.62189e-05,1.3377e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,yr,WaitSend,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.92862e-05,7.94444e-05,7.95592e-05,7.97238e-05,7.99525e-05,1.21538e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,WaitSend,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.70456e-05,7.7122e-05,7.72747e-05,7.74414e-05,7.7603e-05,1.24783e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitRecv,WaitSend,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.94799e-05,7.96052e-05,7.97127e-05,7.98316e-05,7.99877e-05,9.14286e-08,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.94376e-05,7.95989e-05,7.97058e-05,7.97992e-05,7.99579e-05,9.1521e-08,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.71346e-05,7.724e-05,7.73711e-05,7.75207e-05,7.76837e-05,1.16252e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostRecv,PostSend,WaitSend,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.8314e-05,7.86075e-05,7.89806e-05,7.92938e-05,7.94435e-05,2.51472e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.76279e-05,7.77119e-05,7.78669e-05,7.80307e-05,7.81871e-05,1.16666e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.74871e-05,7.76666e-05,7.78451e-05,7.79923e-05,7.81795e-05,1.30612e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.74686e-05,7.76581e-05,7.77781e-05,7.79589e-05,7.80228e-05,1.20443e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.91894e-05,7.92915e-05,7.93889e-05,7.94996e-05,7.96173e-05,8.8424e-08,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.92538e-05,7.94115e-05,7.95415e-05,7.9645e-05,7.97171e-05,9.62332e-08,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,StreamWait-after-yl-b4-y,PostRecv,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.85444e-05,7.88066e-05,7.91907e-05,7.9416e-05,7.96277e-05,2.4013e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.7688e-05,7.77696e-05,7.79267e-05,7.81847e-05,7.82532e-05,1.53691e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.74271e-05,7.76651e-05,7.79446e-05,7.81449e-05,7.85051e-05,1.93834e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.75094e-05,7.76805e-05,7.79606e-05,7.83115e-05,7.90008e-05,2.55768e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.93024e-05,7.93548e-05,7.94681e-05,7.96234e-05,7.98269e-05,1.04276e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.92838e-05,7.94338e-05,7.95507e-05,7.97118e-05,7.97487e-05,1.07252e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,StreamWait-after-yl-b4-y,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.87342e-05,7.92558e-05,7.94809e-05,7.96419e-05,7.97334e-05,1.79125e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.8043e-05,7.81774e-05,7.83064e-05,7.84755e-05,7.88046e-05,1.23527e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.79463e-05,7.81577e-05,7.82728e-05,7.842e-05,7.85799e-05,1.1603e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,StreamWait-after-yl-b4-y,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.80636e-05,7.81232e-05,7.83239e-05,7.84631e-05,7.87113e-05,1.28751e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,StreamWait-after-yl-b4-y,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.90016e-05,7.91293e-05,7.92373e-05,7.93512e-05,7.94117e-05,9.47619e-08,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,StreamWait-after-yl-b4-y,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.63413e-05,7.65115e-05,7.67711e-05,7.76374e-05,7.93498e-05,6.61775e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.56427e-05,7.57282e-05,7.58696e-05,7.60662e-05,7.61961e-05,1.27321e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.56783e-05,7.57452e-05,7.58954e-05,7.60518e-05,7.61869e-05,1.12892e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,yr,StreamWait-after-yl-b4-y,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.5538e-05,7.56731e-05,7.58114e-05,7.60009e-05,7.60933e-05,1.2248e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,yr,StreamWait-after-yl-b4-y,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.57212e-05,7.58366e-05,7.5945e-05,7.60756e-05,7.61455e-05,9.29774e-08,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,yr,WaitSend,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.9384e-05,7.95185e-05,7.9647e-05,7.98537e-05,8.00095e-05,1.31156e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,WaitSend,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.70911e-05,7.71891e-05,7.73094e-05,7.74597e-05,7.76911e-05,1.11705e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitRecv,WaitSend,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.95128e-05,7.95983e-05,7.97216e-05,7.98342e-05,8.01153e-05,1.09578e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.9541e-05,7.96303e-05,7.97296e-05,7.9867e-05,7.99357e-05,9.44918e-08,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.72458e-05,7.72971e-05,7.74018e-05,7.74932e-05,7.75738e-05,8.08559e-08,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,yl,PostSend,PostRecv,WaitSend,WaitRecv,yr,StreamWait-after-yl-b4-y,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.83693e-05,7.86666e-05,7.9085e-05,7.94035e-05,7.96477e-05,2.46223e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.77512e-05,7.7961e-05,7.81241e-05,7.83192e-05,7.83696e-05,1.42745e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.77889e-05,7.78688e-05,7.80278e-05,7.82029e-05,7.82805e-05,1.18963e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.77906e-05,7.79322e-05,7.80794e-05,7.82192e-05,7.83679e-05,1.25631e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,StreamWait-after-yl-b4-y,PostSend,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.93553e-05,7.94414e-05,7.95574e-05,7.9705e-05,7.98984e-05,1.06296e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,StreamWait-after-yl-b4-y,PostSend,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.93662e-05,7.94871e-05,7.96308e-05,7.97886e-05,8.01409e-05,1.38077e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,StreamWait-after-yl-b4-y,PostSend,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.82614e-05,7.84725e-05,7.90667e-05,7.93019e-05,7.94779e-05,3.14108e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.76231e-05,7.77533e-05,7.79728e-05,7.81906e-05,7.82834e-05,1.5247e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.75336e-05,7.76326e-05,7.78809e-05,7.82341e-05,7.83763e-05,2.11143e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.75272e-05,7.76314e-05,7.78356e-05,7.80869e-05,7.81866e-05,1.6164e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,StreamWait-after-yl-b4-y,WaitRecv,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.81327e-05,7.85687e-05,7.9401e-05,7.96172e-05,7.97537e-05,3.73974e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,StreamWait-after-yl-b4-y,WaitRecv,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.92466e-05,7.93823e-05,7.95385e-05,7.96952e-05,7.9804e-05,1.21964e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,StreamWait-after-yl-b4-y,WaitSend,WaitRecv,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.88443e-05,7.90901e-05,7.94137e-05,7.95978e-05,7.96711e-05,1.87595e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,WaitSend,end
7.80523e-05,7.8144e-05,7.83725e-05,7.85986e-05,7.9858e-05,3.11351e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,CudaEventRecord-after-y-b4-end,WaitSend,CudaEventSync-after-y-b4-end,end
7.78141e-05,7.80444e-05,7.8258e-05,7.85741e-05,7.92813e-05,2.58173e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,y,WaitSend,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.79273e-05,7.80667e-05,7.82662e-05,8.86034e-05,8.87908e-05,4.01927e-06,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,WaitRecv,StreamWait-after-yl-b4-y,yr,WaitSend,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
7.86832e-05,7.87826e-05,7.89662e-05,7.91474e-05,7.93126e-05,1.35515e-07,start,Scatter,CudaEventRecord-after-Scatter-b4-PostSend,CudaEventSync-after-b4-PostSend,PostRecv,yl,PostSend,WaitRecv,StreamWait-after-yl-b4-y,WaitSend,yr,y,CudaEventRecord-after-y-b4-end,CudaEventSync-after-y-b4-end,end
